title,location,price,bedrooms,bathrooms,toilets,property_type,url
Commercial property for rent,"Commercial Property For Rent, Lekki Phase 1, Lekki, Lagos","₦60,000,000per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/lekki/lekki-phase-1/3309587-spacious-commercial-property-in-a-prime-business-area
Shop for rent,"Igbo Efon, Lekki, Lagos","₦4,100,000per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/3309573-a-nice-shop-facing-the-road
3 bedroom flat / apartment for rent,"Lekki Right, Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3309567-fully-serviced-3-bedroom-apartment-with-spacious-rooms-pool-gym
2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos","₦6,500,000per annum",2,0,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ologolo/3309551-luxury-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos","₦6,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ologolo/3309541-well-built-2bedroom-apartment
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos","₦7,000,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/3309531-4-units-of-spacious-mini-flats
3 bedroom flat / apartment for rent,"Freedom Way, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3309521-luxury-3bedroom-apartment
2 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos","₦17,000,000per annum",2,3,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3309519-luxury-2-bedroom-apartment
Shop for rent,"Idado, Lekki, Lagos","₦4,100,000per annum",0,0,1,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/idado/3309504-big-serviced-shopoffice-space
4 bedroom semi-detached duplex for rent,"Osapa, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/osapa/3309490-brand-new-8-units-of-4-bedroom-semi-detached-house-with-a-room-bq
Shop for rent,"Igbo Efon, Lekki, Lagos","₦4,100,000per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/igbo-efon/3309479-shop
3 bedroom house for rent,"Ilasan, Ilasan, Lekki, Lagos","₦7,000,000per annum",3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ilasan/3309476-a-lovely-3bedrooms-flat-apartment-with-all-rooms-en-suite
5 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦40,000,000per annum",5,5,5,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3309470-spacious-5bedroom
4 bedroom detached duplex for rent,"Chevron Drive, Lekki, Lagos","₦12,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3309449-luxury-4bedroom-detached-duplex-at-lekki
4 bedroom terraced duplex for rent,"Ikota Villa Estate, Ikota, Lekki, Lagos","₦7,500,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikota/3309442-newly-renovated-4-bedroom-terrace-duplex-with-1bq
Office space for rent,"12a Yinka Bello Street, Lekki Phase 1, Lekki, Lagos","₦400,000per month",0,0,1,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/lekki-phase-1/2130509-furnished-5-man-office-space
4 bedroom terraced duplex for rent,"Orchid, Lekki Phase 2, Lekki, Lagos","₦15,000,000per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3309424-exquisite-4-bedroom-terrace-duplex-with-bq
Self contain (single rooms) for rent,"Ologolo, Lekki, Lagos","₦4,000,000per annum",0,0,0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ologolo/3309423-penthouse-studio-apartment-in-a-glass-house
4 bedroom terraced duplex for rent,"Orchid, Lekki Phase 2, Lekki, Lagos","₦15,000,000per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3309415-luxurious-4-bedroom-terrace-duplex-with-bq
Self contain (single rooms) for rent,"Osapa London Estate, Osapa, Lekki, Lagos","₦1,800,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/osapa/3240319-spacious-studio-apartment-in-a-very-secure-court
3 bedroom flat / apartment for rent,"Oral Estate, Lekki Phase 2, Lekki, Lagos","₦6,000,000per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-2/3309408-exquisite-3-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki Phase 1, Lekki, Lagos","₦8,000,000per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3309398-exquisite-2-bedroom-apartment
Self contain (single rooms) for rent,"Emcel Estate Orchid, Lekki, Lagos","₦1,800,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/3309399-spacious-semi-masters-bedroom
4 bedroom house for rent,"Orchid Road, Lekki, Lagos","₦9,000,000per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/3298544-exquisite-4-bedroom-duplex-house
5 bedroom detached duplex for rent,"Heart Of Lekki, Lekki Phase 1, Lekki, Lagos","₦40,000,000per annum",5,4,7,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3309394-commercial-or-residential-5bedroom-6car-park-spacious
3 bedroom semi-detached duplex for rent,"Agungi, Lekki, Lagos","₦8,000,000per annum",3,3,4,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3309389-amazing-and-lovely-3-bedroom-semi-detached-duplex
5 bedroom semi-detached duplex for rent,"Ikate Lekki, Ikate, Lekki, Lagos","₦20,000,000per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3309386-furnished-and-unfurnished-5-bedrooms-semi-detached-no-bq
2 bedroom flat / apartment for rent,"Lekki Conservative Center Road, Lekki, Lagos","₦5,000,000per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3309381-4units-of-newly-built-2bedroom-apartment
4 bedroom terraced duplex for rent,"V G C Drive Harris Lekki, Lekki, Lagos","₦6,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3309378-luxurious-sweet-4-bedroom-duplex-terrace-very-spacious
Self contain (single rooms) for rent,"Ikota Villa Estate Lekki Lagos, Ikota, Lekki, Lagos","₦1,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikota/3309375-standard-single-room-in-a-duplex-shared-apartment-semi-master
Self contain (single rooms) for rent,"Phase 1, Lekki Phase 1, Lekki, Lagos","₦2,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/lekki-phase-1/3309371-fully-service-bq-in-phase-1
Self contain (single rooms) for rent,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos","₦2,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/lekki-phase-1/3309367-luxury-beautiful-bq-in-phase-1
4 bedroom terraced duplex for rent,"Opposite Beuna Vista Estate, Orchid Road, Lafiaji, Lekki, Lagos","₦6,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lafiaji/3228427-brand-new-4-bedroom-terrace-duplex-to-be-renovated
3 bedroom flat / apartment for rent,"Sangotedo, Lekki, Lagos","₦5,500,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3265300-king-sized-newly-built-3-bedrooms-flat-up-and-downstairs
3 bedroom terraced duplex for rent,"Opposite Beuna Vista Estate, Orchid Road, Lafiaji, Lekki, Lagos","₦6,000,000per annum",3,0,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lafiaji/3155459-brand-new-3-bedrooms-bq-terraced-duplex
Self contain (single rooms) for rent,"Kusenla Rd, Lekki Phase 1, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/lekki-phase-1/3309357-a-room-selfcon-in-kusenla-area
1 bedroom mini flat (room and parlour) for rent,"By Vgc, Ikota, Lekki, Lagos","₦3,500,000per annum",1,0,0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikota/3309349-spacious-fully-service-1-bedroom-miniflat-with-big-kitchen-and-store
2 bedroom house for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",2,3,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3309327-luxury-2-bedroom-apartment
Self contain (single rooms) for rent,"Off Kusenla Road, Lekki Phase 1, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/lekki-phase-1/3309326-selfcon-with-personal-kitchen-in-kusenla-ikate
5 bedroom detached duplex for rent,"Lekki Conservation Ask Bencom Homes, Lekki, Lagos","₦11,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3309322-massive-5-bed-dupbq
5 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3309320-5-bedroom-semi-detached-duplex-with-2-bq
1 bedroom detached duplex for rent,"Orchid Road, Lekki, Lekki Phase 1, Lekki, Lagos","₦3,500,000per annum",1,1,1,1 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3309315-masters-bedroom-now-available-at-royal-pine-estate-orchid-road
5 bedroom house for rent,"Pinnock Beach Estate, Lekki, Lagos","₦20,000,000per annum",5,6,6,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/3309314-well-maintained-5-bedroom-semi-detached-house-with-a-room-bq-and-study
Self contain (single rooms) for rent,"Ikota Villa, Ikota, Lekki, Lagos","₦1,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikota/3309306-massive-semi-masters-bedroom-upstairs
5 bedroom detached duplex for rent,"Pinnock Beach Estate, Osapa, Lekki, Lagos","₦20,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/osapa/3309289-newly-renovated-5-bedroom-detached-duplex-a-study-room-bq
1 bedroom flat / apartment for rent,"Lekki Phase 2, Lekki, Lagos","₦3,000,000per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-2/3309270-standard-large-master-bedroom-with-jacuzzi
Self contain (single rooms) for rent,"Chevron Alternative Route, Lekki, Lagos","₦1,900,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/3309269-newly-built-upstairs-bedroom-inside-a-shared-apartment-video
1 bedroom flat / apartment for rent,"65 Ajiran Road, Agungi, Lekki, Lagos","₦379,500per month",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/agungi/3299972-affordable-1-bedroom-apartment
3 bedroom house for rent,"Right, Lekki, Lagos","₦160,000,000",3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/3309257-8-units-of-3-bedroom-apartment
2 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3309254-fully-serviced-2-bedroom-penthouse
Self contain (single rooms) for rent,"Chevron Alternative Route, Lekki, Lagos","₦2,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/3309253-newly-built-semi-masters-bedroom-with-balcony-video
5 bedroom detached duplex for rent,"Pinnock Beach Estate, Osapa, Lekki, Lagos","₦20,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/osapa/3309252-well-maintained-5-bedroom-detached-duplex
2 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3309240-brand-new-3bed-service-apartment
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3309230-1-bedroom-apartment
1 bedroom mini flat (room and parlour) for rent,"Lekki Phase 1, Lekki, Lagos","₦5,500,000per annum",1,0,0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/3309226-spacious-mini-flat-available
3 bedroom flat / apartment for rent,"Lekki Right Hand Side, Lekki, Lagos","₦160,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3309220-8-units-of-3-bedroom-apartments-with-bq
3 bedroom house for rent,"Ologolo, Lekki, Lagos","₦15,000,000per annum",3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ologolo/3309201-furnished-3-bedroom-apartment
1 bedroom mini flat (room and parlour) for rent,"Yemi Adetayo Street, Ilasan, Lekki, Lagos","₦4,000,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ilasan/3309188-mini-flat
5 bedroom restaurant / bar for rent,"Off Dorosimi Etti, Lekki Phase 1, Lekki, Lagos","₦50,000,000per annum",5,5,6,5 bedroom restaurant / bar for rent,https://nigeriapropertycentre.com/for-rent/commercial/restaurants-bars/lagos/lekki/lekki-phase-1/3309168-spacious-5-bedroom-semi-detached-duplex-house-plus-2-room-bq
2 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3249490-end-unit-new-built-2-bed-terraced-house-serviced-with-24-hours-power
3 bedroom terraced duplex for rent,"Lekki County, Megamond, Lekki, Lagos","₦6,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3309158-3-bedroom-terrace-duplex
3 bedroom flat / apartment for rent,"Western Foreshore 2, Osapa, Lekki, Lagos","₦9,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/osapa/3237890-newly-finished-3-bedroom-apartment
2 bedroom terraced duplex for rent,"Vbay Estate Before Orchid Roundabout, Lekki, Lagos","₦7,000,000per annum",2,2,2,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3309141-furnished-serviced-luxurious-2-bedroom-duplex-with-1-room-bq
2 bedroom flat / apartment for rent,"Harris Drive, VGC, Lekki, Lagos","₦7,500,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/victoria-garden-city/3309134-luxury-2-bedroom-flat-in-vgc
2 bedroom flat / apartment for rent,"Ologolo Lekki, Ologolo, Lekki, Lagos","₦11,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ologolo/3309117-furnished-and-serviced-luxury-2-bedrooms-flat-upstairs
Self contain (single rooms) for rent,"Ikota Villa Gra., Ikota, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikota/3309108-modern-studio-apartment-video
